Batch 1 predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 soft predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 true labels: ['javelin throw', 'using megaphone', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'waiting in line', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'doing nails', 'walking the dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'somersaulting', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'shooting basketball', 'bowling', 'mopping floor', 'playing piano', 'eating hotdog', 'juggling soccer ball', 'catching or throwing baseball', 'busking', 'playing xylophone', 'spraying', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'eating chips', 'faceplanting', 'planting trees', 'stretching arm', 'unloading truck', 'hopscotch', 'laying bricks', 'tai chi', 'playing saxophone', 'egg hunting', 'shaking hands', 'blasting sand', 'presenting weather forecast', 'disc golfing']
Batch 1 top 5 predictions:
['javelin throw', 'shot put', 'throwing discus', 'hammer throw', 'high jump']
['bench pressing', 'situp', 'exercising arm', 'stretching arm', 'stretching leg']
['juggling soccer ball', 'kicking soccer ball', 'throwing ball (not baseball or American football)', 'playing basketball', 'dunking basketball']
['water skiing', 'skiing mono', 'surfing water', 'faceplanting', 'jetskiing']
['wading through mud', 'splashing water', 'cartwheeling', 'hopscotch', 'alligator wrestling']
['making the bed', 'folding clothes', 'moving furniture', 'carrying baby', 'wrapping present']
['eating doughnuts', 'headbutting', 'eating hotdog', 'pumping fist', 'shaking head']
['eating chips', 'coughing', 'tasting food', 'sneezing', 'cracking neck']
['playing bass guitar', 'tapping guitar', 'playing guitar', 'recording music', 'headbanging']
['skipping rope', 'hula hooping', 'spinning poi', 'hopscotch', 'egg hunting']
['shot put', 'throwing discus', 'javelin throw', 'throwing ball (not baseball or American football)', 'hammer throw']
['wrapping present', 'tying bow tie', 'bending metal', 'making jewelry', 'tying knot (not on a tie)']
['front raises', 'exercising arm', 'stretching arm', 'throwing ball (not baseball or American football)', 'lunge']
['tango dancing', 'hugging (not baby)', 'kissing', 'swing dancing', 'salsa dancing']
['uncorking champagne', 'opening bottle (not wine)', 'tasting beer', 'drinking shots', 'bartending']
['salsa dancing', 'swing dancing', 'dancing charleston', 'country line dancing', 'tango dancing']
['skiing crosscountry', 'skiing slalom', 'sled dog racing', 'skiing mono', 'ski jumping']
['catching or throwing baseball', 'hitting baseball', 'catching or throwing softball', 'throwing ball (not baseball or American football)', 'pumping fist']
['bartending', 'drinking shots', 'blending fruit', 'making tea', 'tasting beer']
['pumping fist', 'air drumming', 'finger snapping', 'headbanging', 'rock scissors paper']
['tasting food', 'eating chips', 'flipping bottle', 'coughing', 'drinking shots']
['archery', 'flying kite', 'catching or throwing frisbee', 'spraying', 'using megaphone']
['barbequing', 'sharpening knives', 'cooking on campfire', 'cooking sausages (not on barbeque)', 'uncorking champagne']
['playing badminton', 'playing squash or racquetball', 'skipping rope', 'playing cricket', 'playing tennis']
['crossing river', 'splashing water', 'water skiing', 'driving car', 'wading through mud']
['ice fishing', 'catching fish', 'snowkiting', 'archery', 'playing ice hockey']
['eating burger', 'eating hotdog', 'dining', 'tasting food', 'eating chips']
['dancing macarena', 'slapping', 'shouting', 'pumping fist', 'shoot dance']
['playing volleyball', 'dodgeball', 'zumba', 'doing aerobics', 'playing badminton']
['jumpstyle dancing', 'doing aerobics', 'zumba', 'dancing macarena', 'dancing gangnam style']
['catching or throwing baseball', 'catching or throwing softball', 'playing kickball', 'throwing ball (not baseball or American football)', 'hitting baseball']
['reading newspaper', 'brush painting', 'ripping paper', 'reading book', 'writing']
['kitesurfing', 'surfing water', 'parasailing', 'flying kite', 'windsurfing']
['blending fruit', 'scrambling eggs', 'making a cake', 'eating carrots', 'grinding meat']
['petting animal (not cat)', 'watching tv', 'waking up', 'high fiving', 'hugging (not baby)']
['motorcycling', 'riding scooter', 'riding a bike', 'jaywalking', 'driving car']
['breakdancing', 'krumping', 'tango dancing', 'robot dancing', 'swing dancing']
['playing organ', 'playing piano', 'playing keyboard', 'playing harp', 'testifying']
['playing slot machine', 'punching bag', 'playing controller', 'high kick', 'playing poker']
['cutting watermelon', 'eating watermelon', 'cutting pineapple', 'spraying', 'blending fruit']
['dyeing hair', 'braiding hair', 'fixing hair', 'getting a haircut', 'getting a tattoo']
['scrambling eggs', 'cooking egg', 'making tea', 'making a cake', 'cooking sausages (not on barbeque)']
['exercising with an exercise ball', 'situp', 'throwing ball (not baseball or American football)', 'bouncing ball (not juggling)', 'stretching arm']
['busking', 'playing ukulele', 'playing bagpipes', 'playing violin', 'singing']
['laying bricks', 'plastering', 'cleaning', 'sharpening knives', 'making pizza']
['eating carrots', 'tasting food', 'eating chips', 'winking', 'eating hotdog']
['side kick', 'high kick', 'punching person (boxing)', 'punching bag', 'stretching leg']
['braiding hair', 'getting a haircut', 'washing hair', 'fixing hair', 'getting a tattoo']
['crying', 'shouting', 'sneezing', 'whistling', 'yawning']
['eating spaghetti', 'tasting food', 'dining', 'eating chips', 'eating carrots']
['curling hair', 'brushing hair', 'fixing hair', 'answering questions', 'braiding hair']
['tobogganing', 'bobsledding', 'faceplanting', 'water sliding', 'snowmobiling']
['trimming or shaving beard', 'shaving head', 'shaving legs', 'applying cream', 'getting a haircut']
['waiting in line', 'hugging (not baby)', 'shaving head', 'pumping fist', 'shaking hands']
['riding a bike', 'riding scooter', 'motorcycling', 'biking through snow', 'faceplanting']
['skateboarding', 'roller skating', 'playing kickball', 'hockey stop', 'cartwheeling']

Batch 134 predictions: ['directing traffic', 'cooking egg', 'recording music', 'plastering', 'baking cookies', 'skiing slalom', 'sharpening pencil', 'swing dancing', 'hurling (sport)', 'tap dancing', 'hula hooping', 'playing tennis', 'shredding paper', 'pull ups', 'trimming trees', 'playing ice hockey', 'jumpstyle dancing', 'answering questions', 'shaking head', 'front raises', 'drinking shots', 'peeling potatoes', 'drinking shots', 'tapping pen', 'playing controller', 'skiing crosscountry', 'brushing hair', 'passing American football', 'skiing mono', 'capoeira', 'trimming trees', 'yoga', 'situp', 'deadlifting', 'feeding fish', 'making snowman', 'eating ice cream', 'tapping guitar', 'carving pumpkin', 'blowing glass', 'lunge', 'playing piano', 'pushing cart', 'abseiling', 'making tea', 'planting trees', 'playing accordion', 'weaving basket', 'dancing macarena', 'breakdancing', 'sword fighting', 'juggling balls', 'stretching arm', 'riding a bike', 'playing harmonica', 'setting table', 'eating watermelon', 'sticking tongue out', 'passing American football', 'front raises', 'blowing glass', 'using segway', 'tapping guitar', 'spray painting']
Batch 134 soft predictions: ['directing traffic', 'cooking egg', 'recording music', 'plastering', 'baking cookies', 'skiing slalom', 'sharpening pencil', 'swing dancing', 'hurling (sport)', 'tap dancing', 'hula hooping', 'playing tennis', 'shredding paper', 'pull ups', 'trimming trees', 'playing ice hockey', 'jumpstyle dancing', 'answering questions', 'shaking head', 'front raises', 'drinking shots', 'peeling potatoes', 'drinking shots', 'tapping pen', 'playing controller', 'skiing crosscountry', 'brushing hair', 'passing American football', 'skiing mono', 'capoeira', 'trimming trees', 'yoga', 'situp', 'deadlifting', 'feeding fish', 'making snowman', 'eating ice cream', 'tapping guitar', 'carving pumpkin', 'blowing glass', 'lunge', 'playing piano', 'pushing cart', 'abseiling', 'making tea', 'planting trees', 'playing accordion', 'weaving basket', 'dancing macarena', 'breakdancing', 'sword fighting', 'juggling balls', 'stretching arm', 'riding a bike', 'playing harmonica', 'setting table', 'eating watermelon', 'sticking tongue out', 'passing American football', 'front raises', 'blowing glass', 'using segway', 'tapping guitar', 'spray painting']
Batch 134 true labels: ['directing traffic', 'making a cake', 'recording music', 'plastering', 'baking cookies', 'skiing slalom', 'drawing', 'salsa dancing', 'hurling (sport)', 'lunge', 'hula hooping', 'playing tennis', 'bookbinding', 'exercising arm', 'trimming trees', 'playing ice hockey', 'shoot dance', 'answering questions', 'massaging', 'front raises', 'rock scissors paper', 'peeling potatoes', 'getting a haircut', 'tapping pen', 'playing controller', 'skiing crosscountry', 'making a sandwich', 'passing American football', 'skiing mono', 'riding or walking with horse', 'trimming trees', 'yoga', 'situp', 'deadlifting', 'feeding fish', 'making snowman', 'dining', 'tapping guitar', 'carving pumpkin', 'blowing glass', 'lunge', 'playing piano', 'pushing cart', 'abseiling', 'making tea', 'digging', 'playing accordion', 'weaving basket', 'dancing macarena', 'jumpstyle dancing', 'sword fighting', 'juggling balls', 'yoga', 'riding a bike', 'playing harmonica', 'setting table', 'cutting watermelon', 'shouting', 'passing American football', 'front raises', 'blowing glass', 'using segway', 'tapping guitar', 'spray painting']
Batch 134 top 5 predictions:
['directing traffic', 'finger snapping', 'pumping fist', 'driving car', 'shoot dance']
['cooking egg', 'scrambling eggs', 'cooking sausages (not on barbeque)', 'cooking chicken', 'breading or breadcrumbing']
['recording music', 'playing organ', 'playing keyboard', 'drumming fingers', 'tapping guitar']
['plastering', 'laying bricks', 'digging', 'spraying', 'sweeping floor']
['baking cookies', 'breading or breadcrumbing', 'making a cake', 'cooking chicken', 'peeling potatoes']
['skiing slalom', 'ski jumping', 'skiing mono', 'snowboarding', 'skiing crosscountry']
['sharpening pencil', 'making jewelry', 'tapping pen', 'drawing', 'filling eyebrows']
['swing dancing', 'salsa dancing', 'krumping', 'dancing charleston', 'tango dancing']
['hurling (sport)', 'shooting goal (soccer)', 'passing American football', 'catching or throwing softball', 'jogging']
['tap dancing', 'dancing charleston', 'lunge', 'country line dancing', 'stretching leg']
['hula hooping', 'dancing macarena', 'spinning poi', 'skipping rope', 'tap dancing']
['playing tennis', 'tossing coin', 'answering questions', 'writing', 'playing squash or racquetball']
['shredding paper', 'bookbinding', 'folding paper', 'ripping paper', 'sharpening knives']
['pull ups', 'running on treadmill', 'exercising arm', 'lunge', 'push up']
['trimming trees', 'planting trees', 'chopping wood', 'picking blueberries', 'spraying']
['playing ice hockey', 'ice skating', 'hockey stop', 'clapping', 'hugging (not baby)']
['jumpstyle dancing', 'jaywalking', 'directing traffic', 'jogging', 'pushing car']
['answering questions', 'giving or receiving award', 'testifying', 'auctioning', 'shaking hands']
['shaking head', 'winking', 'sneezing', 'pumping fist', 'washing hair']
['front raises', 'stretching arm', 'exercising arm', 'bench pressing', 'punching person (boxing)']
['drinking shots', 'bartending', 'salsa dancing', 'swing dancing', 'tango dancing']
['peeling potatoes', 'peeling apples', 'breading or breadcrumbing', 'blending fruit', 'sharpening pencil']
['drinking shots', 'eating chips', 'eating hotdog', 'eating doughnuts', 'slapping']
['tapping pen', 'drumming fingers', 'sharpening pencil', 'building lego', 'shuffling cards']
['playing controller', 'drumming fingers', 'using remote controller (not gaming)', 'playing slot machine', 'juggling balls']
['skiing crosscountry', 'skiing mono', 'snowboarding', 'tobogganing', 'ski jumping']
['brushing hair', 'fixing hair', 'washing dishes', 'curling hair', 'braiding hair']
['passing American football', 'shooting basketball', 'kicking field goal', 'throwing ball (not baseball or American football)', 'hugging (not baby)']
['skiing mono', 'biking through snow', 'skiing slalom', 'skiing crosscountry', 'snowmobiling']
['capoeira', 'breakdancing', 'cartwheeling', 'somersaulting', 'riding mechanical bull']
['trimming trees', 'climbing', 'slacklining', 'swinging on something', 'parkour']
['yoga', 'bending back', 'stretching leg', 'stretching arm', 'somersaulting']
['situp', 'snatch weight lifting', 'clean and jerk', 'exercising arm', 'front raises']
['deadlifting', 'clean and jerk', 'squat', 'bench pressing', 'snatch weight lifting']
['feeding fish', 'petting animal (not cat)', 'snorkeling', 'stretching arm', 'rock scissors paper']
['making snowman', 'shoveling snow', 'pushing car', 'drop kicking', 'faceplanting']
['eating ice cream', 'eating cake', 'tasting food', 'eating chips', 'eating spaghetti']
['tapping guitar', 'playing guitar', 'playing bass guitar', 'drumming fingers', 'recording music']
['carving pumpkin', 'hugging (not baby)', 'blowing out candles', 'changing wheel (not on bike)', 'brushing hair']
['blowing glass', 'bending metal', 'welding', 'adjusting glasses', 'making jewelry']
['lunge', 'push up', 'squat', 'throwing ball (not baseball or American football)', 'exercising arm']
['playing piano', 'playing keyboard', 'playing cello', 'playing organ', 'playing violin']
['pushing cart', 'pushing car', 'riding scooter', 'jogging', 'jaywalking']
['abseiling', 'rock climbing', 'diving cliff', 'slacklining', 'swinging on something']
['making tea', 'using remote controller (not gaming)', 'changing oil', 'cleaning', 'blending fruit']
['planting trees', 'digging', 'blowing leaves', 'watering plants', 'trimming trees']
['playing accordion', 'playing clarinet', 'playing organ', 'playing piano', 'playing harp']
['weaving basket', 'holding snake', 'making jewelry', 'making tea', 'arranging flowers']
['dancing macarena', 'hugging (not baby)', 'applauding', 'auctioning', 'hula hooping']
['breakdancing', 'robot dancing', 'krumping', 'somersaulting', 'jumpstyle dancing']
['sword fighting', 'high kick', 'drop kicking', 'parkour', 'capoeira']
['juggling balls', 'finger snapping', 'air drumming', 'dancing gangnam style', 'sign language interpreting']
['stretching arm', 'yoga', 'stretching leg', 'exercising arm', 'tai chi']
['riding a bike', 'riding scooter', 'riding unicycle', 'faceplanting', 'blowing leaves']
['playing harmonica', 'blowing nose', 'watching tv', 'shaking head', 'moving baby']
['setting table', 'dining', 'peeling potatoes', 'barbequing', 'making a sandwich']
['eating watermelon', 'cutting watermelon', 'busking', 'whistling', 'smoking']
['sticking tongue out', 'shouting', 'coughing', 'yawning', 'laughing']
['passing American football', 'kicking field goal', 'high kick', 'tossing coin', 'side kick']
['front raises', 'exercising arm', 'stretching arm', 'bending metal', 'skipping rope']
['blowing glass', 'extinguishing fire', 'bending metal', 'welding', 'adjusting glasses']
['using segway', 'directing traffic', 'riding scooter', 'hoverboarding', 'waiting in line']
['tapping guitar', 'playing guitar', 'headbanging', 'recording music', 'headbutting']
['spray painting', 'spraying', 'cleaning', 'blasting sand', 'building cabinet']

Batch 135 predictions: ['peeling apples', 'hoverboarding', 'spraying', 'hurdling', 'doing nails', 'tossing salad', 'tying necktie', 'mopping floor', 'trimming trees', 'exercising with an exercise ball', 'stomping grapes', 'dancing ballet', 'paragliding', 'waxing', 'flipping pancake', 'celebrating', 'shaking hands', 'snowboarding', 'blowing glass', 'drinking shots', 'waking up', 'sweeping floor', 'cartwheeling', 'sharpening knives', 'bungee jumping', 'cleaning', 'weaving basket', 'eating hotdog', 'shooting goal (soccer)', 'spinning poi', 'dancing macarena', 'eating watermelon', 'motorcycling', 'skiing mono', 'playing chess', 'ironing', 'dining', 'capoeira', 'shredding paper', 'waiting in line', 'blowing nose', 'making pizza', 'jogging', 'push up', 'playing bass guitar', 'canoeing or kayaking', 'playing guitar', 'reading book', 'feeding goats', 'krumping', 'waking up', 'blowing leaves', 'hurling (sport)', 'reading book', 'blowing out candles', 'belly dancing', 'spraying', 'riding camel', 'cutting watermelon', 'high kick', 'breading or breadcrumbing', 'blowing out candles', 'writing', 'counting money']
Batch 135 soft predictions: ['peeling apples', 'hoverboarding', 'spraying', 'hurdling', 'doing nails', 'tossing salad', 'tying necktie', 'mopping floor', 'trimming trees', 'exercising with an exercise ball', 'stomping grapes', 'dancing ballet', 'paragliding', 'waxing', 'flipping pancake', 'celebrating', 'shaking hands', 'snowboarding', 'blowing glass', 'drinking shots', 'waking up', 'sweeping floor', 'cartwheeling', 'sharpening knives', 'bungee jumping', 'cleaning', 'weaving basket', 'eating hotdog', 'shooting goal (soccer)', 'spinning poi', 'dancing macarena', 'eating watermelon', 'motorcycling', 'skiing mono', 'playing chess', 'ironing', 'dining', 'capoeira', 'shredding paper', 'waiting in line', 'blowing nose', 'making pizza', 'jogging', 'push up', 'playing bass guitar', 'canoeing or kayaking', 'playing guitar', 'reading book', 'feeding goats', 'krumping', 'waking up', 'blowing leaves', 'hurling (sport)', 'reading book', 'blowing out candles', 'belly dancing', 'spraying', 'riding camel', 'cutting watermelon', 'high kick', 'breading or breadcrumbing', 'blowing out candles', 'writing', 'counting money']
Batch 135 true labels: ['peeling apples', 'hoverboarding', 'spraying', 'pushing wheelchair', 'doing nails', 'tossing salad', 'tying necktie', 'mopping floor', 'egg hunting', 'stretching arm', 'stomping grapes', 'dancing ballet', 'paragliding', 'waxing', 'flipping pancake', 'celebrating', 'shaking hands', 'biking through snow', 'smoking hookah', 'drinking shots', 'stretching arm', 'sweeping floor', 'spinning poi', 'sharpening knives', 'bungee jumping', 'ironing', 'weaving basket', 'eating hotdog', 'kicking soccer ball', 'spinning poi', 'salsa dancing', 'eating watermelon', 'motorcycling', 'snowboarding', 'playing chess', 'ironing', 'clapping', 'capoeira', 'shredding paper', 'yawning', 'blowing nose', 'making pizza', 'using segway', 'push up', 'playing bass guitar', 'canoeing or kayaking', 'playing guitar', 'reading book', 'feeding goats', 'hoverboarding', 'gargling', 'blowing leaves', 'hurling (sport)', 'reading newspaper', 'blowing out candles', 'belly dancing', 'blasting sand', 'riding camel', 'cutting watermelon', 'high kick', 'breading or breadcrumbing', 'blowing out candles', 'writing', 'tossing coin']
